,Unnamed: 0,西暦,年,県,自治体コード,市町村名,可燃ごみ収集形態
0,0,2007,h19,三重県,24201,津市,直営
1,1,2007,h19,三重県,24202,四日市市,直営
2,2,2007,h19,三重県,24203,伊勢市,直営
3,3,2007,h19,三重県,24204,松阪市,直営
4,4,2007,h19,三重県,24205,桑名市,直営
5,5,2007,h19,三重県,24207,鈴鹿市,委託
6,6,2007,h19,三重県,24208,名張市,"直営,委託"
7,7,2007,h19,三重県,24209,尾鷲市,委託
8,8,2007,h19,三重県,24210,亀山市,委託
9,9,2007,h19,三重県,24211,鳥羽市,委託
10,10,2007,h19,三重県,24212,熊野市,直営
11,11,2007,h19,三重県,24214,いなべ市,"直営,委託"
12,12,2007,h19,三重県,24215,志摩市,直営
13,13,2007,h19,三重県,24216,伊賀市,委託
14,14,2007,h19,三重県,24303,木曽岬町,委託
15,15,2007,h19,三重県,24324,東員町,委託
16,16,2007,h19,三重県,24341,菰野町,直営
17,17,2007,h19,三重県,24343,朝日町,直営
18,18,2007,h19,三重県,24344,川越町,直営
19,19,2007,h19,三重県,24441,多気町,委託
20,20,2007,h19,三重県,24442,明和町,直営
21,21,2007,h19,三重県,24443,大台町,委託
22,22,2007,h19,三重県,24461,玉城町,直営
23,23,2007,h19,三重県,24470,度会町,直営
24,24,2007,h19,三重県,24471,大紀町,委託
25,25,2007,h19,三重県,24472,南伊勢町,直営
26,26,2007,h19,三重県,24543,紀北町,委託
27,27,2007,h19,三重県,24561,御浜町,直営
28,28,2007,h19,三重県,24562,紀宝町,直営
29,29,2007,h19,京都府,26100,京都市,なし
30,30,2007,h19,京都府,26201,福知山市,委託
31,31,2007,h19,京都府,26202,舞鶴市,許可
32,32,2007,h19,京都府,26203,綾部市,委託
33,33,2007,h19,京都府,26204,宇治市,直営
34,34,2007,h19,京都府,26205,宮津市,委託
35,35,2007,h19,京都府,26206,亀岡市,委託
36,36,2007,h19,京都府,26207,城陽市,"直営,委託"
37,37,2007,h19,京都府,26208,向日市,"直営,委託"
38,38,2007,h19,京都府,26209,長岡京市,委託
39,39,2007,h19,京都府,26210,八幡市,直営
40,40,2007,h19,京都府,26211,京田辺市,"直営,委託"
41,41,2007,h19,京都府,26212,京丹後市,委託
42,42,2007,h19,京都府,26213,南丹市,直営
43,43,2007,h19,京都府,26214,木津川市,委託
44,44,2007,h19,京都府,26303,大山崎町,委託
45,45,2007,h19,京都府,26322,久御山町,直営
46,46,2007,h19,京都府,26343,井手町,"直営,委託"
47,47,2007,h19,京都府,26344,宇治田原町,直営
48,48,2007,h19,京都府,26364,笠置町,委託
49,49,2007,h19,京都府,26365,和束町,委託
50,50,2007,h19,京都府,26366,精華町,直営
51,51,2007,h19,京都府,26367,南山城村,委託
52,52,2007,h19,京都府,26407,京丹波町,直営
53,53,2007,h19,京都府,26463,伊根町,委託
54,54,2007,h19,京都府,26465,与謝野町,委託
55,55,2007,h19,佐賀県,41201,佐賀市,"直営,委託"
56,56,2007,h19,佐賀県,41202,唐津市,"直営,委託"
57,57,2007,h19,佐賀県,41203,鳥栖市,委託
58,58,2007,h19,佐賀県,41204,多久市,委託
59,59,2007,h19,佐賀県,41205,伊万里市,委託
60,60,2007,h19,佐賀県,41206,武雄市,委託
61,61,2007,h19,佐賀県,41207,鹿島市,委託
62,62,2007,h19,佐賀県,41208,小城市,直営
63,63,2007,h19,佐賀県,41209,嬉野市,委託
64,64,2007,h19,佐賀県,41210,神埼市,委託
65,65,2007,h19,佐賀県,41327,吉野ヶ里町,委託
66,66,2007,h19,佐賀県,41341,基山町,委託
67,67,2007,h19,佐賀県,41345,上峰町,委託
68,68,2007,h19,佐賀県,41346,みやき町,委託
69,69,2007,h19,佐賀県,41387,玄海町,直営
70,70,2007,h19,佐賀県,41401,有田町,委託
71,71,2007,h19,佐賀県,41423,大町町,委託
72,72,2007,h19,佐賀県,41424,江北町,委託
73,73,2007,h19,佐賀県,41425,白石町,委託
74,74,2007,h19,佐賀県,41441,太良町,委託
75,75,2007,h19,兵庫県,28100,神戸市,直営
76,76,2007,h19,兵庫県,28201,姫路市,"直営,委託"
77,77,2007,h19,兵庫県,28202,尼崎市,"直営,委託"
78,78,2007,h19,兵庫県,28203,明石市,"直営,委託"
79,79,2007,h19,兵庫県,28204,西宮市,"直営,委託"
80,80,2007,h19,兵庫県,28205,洲本市,委託
81,81,2007,h19,兵庫県,28206,芦屋市,直営
82,82,2007,h19,兵庫県,28207,伊丹市,委託
83,83,2007,h19,兵庫県,28208,相生市,直営
84,84,2007,h19,兵庫県,28209,豊岡市,委託
85,85,2007,h19,兵庫県,28210,加古川市,"直営,委託"
86,86,2007,h19,兵庫県,28212,赤穂市,直営
87,87,2007,h19,兵庫県,28213,西脇市,直営
88,88,2007,h19,兵庫県,28214,宝塚市,"直営,委託"
89,89,2007,h19,兵庫県,28215,三木市,"直営,委託,許可"
90,90,2007,h19,兵庫県,28216,高砂市,"直営,委託"
91,91,2007,h19,兵庫県,28217,川西市,"直営,委託"
92,92,2007,h19,兵庫県,28218,小野市,直営
93,93,2007,h19,兵庫県,28219,三田市,"直営,委託"
94,94,2007,h19,兵庫県,28220,加西市,"直営,委託"
95,95,2007,h19,兵庫県,28221,篠山市,委託
96,96,2007,h19,兵庫県,28222,養父市,直営
97,97,2007,h19,兵庫県,28223,丹波市,委託
98,98,2007,h19,兵庫県,28224,南あわじ市,直営
99,99,2007,h19,兵庫県,28225,朝来市,直営
100,100,2007,h19,兵庫県,28226,淡路市,委託
101,101,2007,h19,兵庫県,28227,宍粟市,委託
102,102,2007,h19,兵庫県,28228,加東市,直営
103,103,2007,h19,兵庫県,28229,たつの市,なし
104,104,2007,h19,兵庫県,28301,猪名川町,直営
105,105,2007,h19,兵庫県,28365,多可町,委託
106,106,2007,h19,兵庫県,28381,稲美町,委託
107,107,2007,h19,兵庫県,28382,播磨町,直営
108,108,2007,h19,兵庫県,28442,市川町,委託
109,109,2007,h19,兵庫県,28443,福崎町,委託
110,110,2007,h19,兵庫県,28446,神河町,委託
111,111,2007,h19,兵庫県,28464,太子町,なし
112,112,2007,h19,兵庫県,28481,上郡町,直営
113,113,2007,h19,兵庫県,28501,佐用町,直営
114,114,2007,h19,兵庫県,28585,香美町,直営
115,115,2007,h19,兵庫県,28586,新温泉町,委託
116,116,2007,h19,北海道,1100,札幌市,"直営,委託"
117,117,2007,h19,北海道,1202,函館市,直営
118,118,2007,h19,北海道,1203,小樽市,委託
119,119,2007,h19,北海道,1204,旭川市,委託
120,120,2007,h19,北海道,1205,室蘭市,委託
121,121,2007,h19,北海道,1206,釧路市,委託
122,122,2007,h19,北海道,1207,帯広市,"直営,委託"
123,123,2007,h19,北海道,1208,北見市,委託
124,124,2007,h19,北海道,1209,夕張市,なし
125,125,2007,h19,北海道,1210,岩見沢市,委託
126,126,2007,h19,北海道,1211,網走市,なし
127,127,2007,h19,北海道,1212,留萌市,委託
128,128,2007,h19,北海道,1213,苫小牧市,直営
129,129,2007,h19,北海道,1214,稚内市,なし
130,130,2007,h19,北海道,1215,美唄市,委託
131,131,2007,h19,北海道,1216,芦別市,なし
132,132,2007,h19,北海道,1217,江別市,委託
133,133,2007,h19,北海道,1218,赤平市,委託
134,134,2007,h19,北海道,1219,紋別市,なし
135,135,2007,h19,北海道,1220,士別市,なし
136,136,2007,h19,北海道,1221,名寄市,委託
137,137,2007,h19,北海道,1222,三笠市,なし
138,138,2007,h19,北海道,1223,根室市,委託
139,139,2007,h19,北海道,1224,千歳市,委託
140,140,2007,h19,北海道,1225,滝川市,委託
141,141,2007,h19,北海道,1226,砂川市,直営
142,142,2007,h19,北海道,1227,歌志内市,委託
143,143,2007,h19,北海道,1228,深川市,委託
144,144,2007,h19,北海道,1229,富良野市,委託
145,145,2007,h19,北海道,1230,登別市,委託
146,146,2007,h19,北海道,1231,恵庭市,委託
147,147,2007,h19,北海道,1233,伊達市,委託
148,148,2007,h19,北海道,1234,北広島市,なし
149,149,2007,h19,北海道,1235,石狩市,委託
150,150,2007,h19,北海道,1236,北斗市,委託
151,151,2007,h19,北海道,1303,当別町,委託
152,152,2007,h19,北海道,1304,新篠津村,委託
153,153,2007,h19,北海道,1331,松前町,委託
154,154,2007,h19,北海道,1332,福島町,委託
155,155,2007,h19,北海道,1333,知内町,委託
156,156,2007,h19,北海道,1334,木古内町,委託
157,157,2007,h19,北海道,1337,七飯町,委託
158,158,2007,h19,北海道,1343,鹿部町,委託
159,159,2007,h19,北海道,1345,森町,委託
160,160,2007,h19,北海道,1346,八雲町,委託
161,161,2007,h19,北海道,1347,長万部町,委託
162,162,2007,h19,北海道,1361,江差町,委託
163,163,2007,h19,北海道,1362,上ノ国町,委託
164,164,2007,h19,北海道,1363,厚沢部町,委託
165,165,2007,h19,北海道,1364,乙部町,委託
166,166,2007,h19,北海道,1367,奥尻町,委託
167,167,2007,h19,北海道,1370,今金町,委託
168,168,2007,h19,北海道,1371,せたな町,委託
169,169,2007,h19,北海道,1391,島牧村,委託
170,170,2007,h19,北海道,1392,寿都町,委託
171,171,2007,h19,北海道,1393,黒松内町,委託
172,172,2007,h19,北海道,1394,蘭越町,委託
173,173,2007,h19,北海道,1395,ニセコ町,委託
174,174,2007,h19,北海道,1396,真狩村,委託
175,175,2007,h19,北海道,1397,留寿都村,委託
176,176,2007,h19,北海道,1398,喜茂別町,委託
177,177,2007,h19,北海道,1399,京極町,委託
178,178,2007,h19,北海道,1400,倶知安町,委託
179,179,2007,h19,北海道,1401,共和町,委託
180,180,2007,h19,北海道,1402,岩内町,委託
181,181,2007,h19,北海道,1403,泊村,委託
182,182,2007,h19,北海道,1404,神恵内村,委託
183,183,2007,h19,北海道,1405,積丹町,委託
184,184,2007,h19,北海道,1406,古平町,委託
185,185,2007,h19,北海道,1407,仁木町,委託
186,186,2007,h19,北海道,1408,余市町,委託
187,187,2007,h19,北海道,1409,赤井川村,委託
188,188,2007,h19,北海道,1423,南幌町,委託
189,189,2007,h19,北海道,1424,奈井江町,委託
190,190,2007,h19,北海道,1425,上砂川町,直営
191,191,2007,h19,北海道,1427,由仁町,委託
192,192,2007,h19,北海道,1428,長沼町,委託
193,193,2007,h19,北海道,1429,栗山町,なし
194,194,2007,h19,北海道,1430,月形町,なし
195,195,2007,h19,北海道,1431,浦臼町,委託
196,196,2007,h19,北海道,1432,新十津川町,委託
197,197,2007,h19,北海道,1433,妹背牛町,委託
198,198,2007,h19,北海道,1434,秩父別町,委託
199,199,2007,h19,北海道,1436,雨竜町,委託
200,200,2007,h19,北海道,1437,北竜町,なし
201,201,2007,h19,北海道,1438,沼田町,委託
202,202,2007,h19,北海道,1439,幌加内町,直営
203,203,2007,h19,北海道,1452,鷹栖町,直営
204,204,2007,h19,北海道,1453,東神楽町,委託
205,205,2007,h19,北海道,1454,当麻町,委託
206,206,2007,h19,北海道,1455,比布町,委託
207,207,2007,h19,北海道,1456,愛別町,委託
208,208,2007,h19,北海道,1457,上川町,委託
209,209,2007,h19,北海道,1458,東川町,委託
210,210,2007,h19,北海道,1459,美瑛町,委託
211,211,2007,h19,北海道,1460,上富良野町,委託
212,212,2007,h19,北海道,1461,中富良野町,委託
213,213,2007,h19,北海道,1462,南富良野町,委託
214,214,2007,h19,北海道,1463,占冠村,なし
215,215,2007,h19,北海道,1464,和寒町,なし
216,216,2007,h19,北海道,1465,剣淵町,なし
217,217,2007,h19,北海道,1468,下川町,委託
218,218,2007,h19,北海道,1469,美深町,なし
219,219,2007,h19,北海道,1470,音威子府村,なし
220,220,2007,h19,北海道,1471,中川町,なし
221,221,2007,h19,北海道,1481,増毛町,委託
222,222,2007,h19,北海道,1482,小平町,委託
223,223,2007,h19,北海道,1483,苫前町,委託
224,224,2007,h19,北海道,1484,羽幌町,なし
225,225,2007,h19,北海道,1485,初山別村,なし
226,226,2007,h19,北海道,1486,遠別町,なし
227,227,2007,h19,北海道,1487,天塩町,なし
228,228,2007,h19,北海道,1488,幌延町,なし
229,229,2007,h19,北海道,1511,猿払村,委託
230,230,2007,h19,北海道,1512,浜頓別町,委託
231,231,2007,h19,北海道,1513,中頓別町,委託
232,232,2007,h19,北海道,1514,枝幸町,委託
233,233,2007,h19,北海道,1516,豊富町,なし
234,234,2007,h19,北海道,1517,礼文町,委託
235,235,2007,h19,北海道,1518,利尻町,委託
236,236,2007,h19,北海道,1519,利尻富士町,委託
237,237,2007,h19,北海道,1543,美幌町,なし
238,238,2007,h19,北海道,1544,津別町,委託
239,239,2007,h19,北海道,1545,斜里町,なし
240,240,2007,h19,北海道,1546,清里町,直営
241,241,2007,h19,北海道,1547,小清水町,なし
242,242,2007,h19,北海道,1549,訓子府町,委託
243,243,2007,h19,北海道,1550,置戸町,委託
244,244,2007,h19,北海道,1552,佐呂間町,委託
245,245,2007,h19,北海道,1555,遠軽町,委託
246,246,2007,h19,北海道,1558,上湧別町,委託
247,247,2007,h19,北海道,1559,湧別町,委託
248,248,2007,h19,北海道,1560,滝上町,直営
249,249,2007,h19,北海道,1561,興部町,なし
250,250,2007,h19,北海道,1562,西興部村,委託
251,251,2007,h19,北海道,1563,雄武町,委託
252,252,2007,h19,北海道,1564,大空町,直営
253,253,2007,h19,北海道,1571,豊浦町,委託
254,254,2007,h19,北海道,1575,壮瞥町,委託
255,255,2007,h19,北海道,1578,白老町,委託
256,256,2007,h19,北海道,1581,厚真町,委託
257,257,2007,h19,北海道,1584,洞爺湖町,委託
258,258,2007,h19,北海道,1585,安平町,委託
259,259,2007,h19,北海道,1586,むかわ町,委託
260,260,2007,h19,北海道,1601,日高町,委託
261,261,2007,h19,北海道,1602,平取町,委託
262,262,2007,h19,北海道,1604,新冠町,委託
263,263,2007,h19,北海道,1607,浦河町,委託
264,264,2007,h19,北海道,1608,様似町,委託
265,265,2007,h19,北海道,1609,えりも町,直営
266,266,2007,h19,北海道,1610,新ひだか町,委託
267,267,2007,h19,北海道,1631,音更町,委託
268,268,2007,h19,北海道,1632,士幌町,委託
269,269,2007,h19,北海道,1633,上士幌町,委託
270,270,2007,h19,北海道,1634,鹿追町,なし
271,271,2007,h19,北海道,1635,新得町,"直営,委託"
272,272,2007,h19,北海道,1636,清水町,委託
273,273,2007,h19,北海道,1637,芽室町,委託
274,274,2007,h19,北海道,1638,中札内村,委託
275,275,2007,h19,北海道,1639,更別村,委託
276,276,2007,h19,北海道,1641,大樹町,委託
277,277,2007,h19,北海道,1642,広尾町,委託
278,278,2007,h19,北海道,1643,幕別町,委託
279,279,2007,h19,北海道,1644,池田町,委託
280,280,2007,h19,北海道,1645,豊頃町,委託
281,281,2007,h19,北海道,1646,本別町,なし
282,282,2007,h19,北海道,1647,足寄町,直営
283,283,2007,h19,北海道,1648,陸別町,なし
284,284,2007,h19,北海道,1649,浦幌町,委託
285,285,2007,h19,北海道,1661,釧路町,委託
286,286,2007,h19,北海道,1662,厚岸町,委託
287,287,2007,h19,北海道,1663,浜中町,委託
288,288,2007,h19,北海道,1664,標茶町,委託
289,289,2007,h19,北海道,1665,弟子屈町,委託
290,290,2007,h19,北海道,1667,鶴居村,委託
291,291,2007,h19,北海道,1668,白糠町,委託
292,292,2007,h19,北海道,1691,別海町,委託
293,293,2007,h19,北海道,1692,中標津町,"委託,許可"
294,294,2007,h19,北海道,1693,標津町,委託
295,295,2007,h19,北海道,1694,羅臼町,委託
296,296,2007,h19,千葉県,12100,千葉市,委託
297,297,2007,h19,千葉県,12202,銚子市,委託
298,298,2007,h19,千葉県,12203,市川市,"直営,委託"
299,299,2007,h19,千葉県,12204,船橋市,"直営,委託"
300,300,2007,h19,千葉県,12205,館山市,"直営,委託"
301,301,2007,h19,千葉県,12206,木更津市,委託
302,302,2007,h19,千葉県,12207,松戸市,委託
303,303,2007,h19,千葉県,12208,野田市,"直営,委託"
304,304,2007,h19,千葉県,12210,茂原市,委託
305,305,2007,h19,千葉県,12211,成田市,委託
306,306,2007,h19,千葉県,12212,佐倉市,委託
307,307,2007,h19,千葉県,12213,東金市,委託
308,308,2007,h19,千葉県,12215,旭市,委託
309,309,2007,h19,千葉県,12216,習志野市,委託
310,310,2007,h19,千葉県,12217,柏市,直営
311,311,2007,h19,千葉県,12218,勝浦市,委託
312,312,2007,h19,千葉県,12219,市原市,委託
313,313,2007,h19,千葉県,12220,流山市,委託
314,314,2007,h19,千葉県,12221,八千代市,委託
315,315,2007,h19,千葉県,12222,我孫子市,委託
316,316,2007,h19,千葉県,12223,鴨川市,直営
317,317,2007,h19,千葉県,12224,鎌ヶ谷市,委託
318,318,2007,h19,千葉県,12225,君津市,委託
319,319,2007,h19,千葉県,12226,富津市,委託
320,320,2007,h19,千葉県,12227,浦安市,委託
321,321,2007,h19,千葉県,12228,四街道市,委託
322,322,2007,h19,千葉県,12229,袖ケ浦市,委託
323,323,2007,h19,千葉県,12230,八街市,委託
324,324,2007,h19,千葉県,12231,印西市,委託
325,325,2007,h19,千葉県,12232,白井市,委託
326,326,2007,h19,千葉県,12233,富里市,委託
327,327,2007,h19,千葉県,12234,南房総市,"直営,委託,許可"
328,328,2007,h19,千葉県,12235,匝瑳市,直営
329,329,2007,h19,千葉県,12236,香取市,"直営,委託"
330,330,2007,h19,千葉県,12237,山武市,委託
331,331,2007,h19,千葉県,12238,いすみ市,"直営,委託"
332,332,2007,h19,千葉県,12322,酒々井町,委託
333,333,2007,h19,千葉県,12325,印旛村,委託
334,334,2007,h19,千葉県,12328,本埜村,委託
335,335,2007,h19,千葉県,12329,栄町,委託
336,336,2007,h19,千葉県,12342,神崎町,委託
337,337,2007,h19,千葉県,12347,多古町,委託
338,338,2007,h19,千葉県,12349,東庄町,委託
339,339,2007,h19,千葉県,12402,大網白里町,委託
340,340,2007,h19,千葉県,12403,九十九里町,委託
341,341,2007,h19,千葉県,12409,芝山町,委託
342,342,2007,h19,千葉県,12410,横芝光町,委託
343,343,2007,h19,千葉県,12421,一宮町,委託
344,344,2007,h19,千葉県,12422,睦沢町,委託
345,345,2007,h19,千葉県,12423,長生村,委託
346,346,2007,h19,千葉県,12424,白子町,委託
347,347,2007,h19,千葉県,12426,長柄町,委託
348,348,2007,h19,千葉県,12427,長南町,委託
349,349,2007,h19,千葉県,12441,大多喜町,委託
350,350,2007,h19,千葉県,12443,御宿町,"直営,委託"
351,351,2007,h19,千葉県,12463,鋸南町,直営
352,352,2007,h19,和歌山県,30201,和歌山市,なし
353,353,2007,h19,和歌山県,30202,海南市,委託
354,354,2007,h19,和歌山県,30203,橋本市,委託
355,355,2007,h19,和歌山県,30204,有田市,委託
356,356,2007,h19,和歌山県,30205,御坊市,委託
357,357,2007,h19,和歌山県,30206,田辺市,"直営,委託"
358,358,2007,h19,和歌山県,30207,新宮市,委託
359,359,2007,h19,和歌山県,30208,紀の川市,直営
360,360,2007,h19,和歌山県,30209,岩出市,直営
361,361,2007,h19,和歌山県,30304,紀美野町,直営
362,362,2007,h19,和歌山県,30341,かつらぎ町,委託
363,363,2007,h19,和歌山県,30343,九度山町,委託
364,364,2007,h19,和歌山県,30344,高野町,直営
365,365,2007,h19,和歌山県,30361,湯浅町,直営
366,366,2007,h19,和歌山県,30362,広川町,委託
367,367,2007,h19,和歌山県,30366,有田川町,委託
368,368,2007,h19,和歌山県,30381,美浜町,委託
369,369,2007,h19,和歌山県,30382,日高町,委託
370,370,2007,h19,和歌山県,30383,由良町,委託
371,371,2007,h19,和歌山県,30390,印南町,直営
372,372,2007,h19,和歌山県,30391,みなべ町,委託
373,373,2007,h19,和歌山県,30392,日高川町,委託
374,374,2007,h19,和歌山県,30401,白浜町,"直営,委託"
375,375,2007,h19,和歌山県,30404,上富田町,委託
376,376,2007,h19,和歌山県,30406,すさみ町,委託
377,377,2007,h19,和歌山県,30421,那智勝浦町,委託
378,378,2007,h19,和歌山県,30422,太地町,直営
379,379,2007,h19,和歌山県,30424,古座川町,委託
380,380,2007,h19,和歌山県,30427,北山村,直営
381,381,2007,h19,和歌山県,30428,串本町,委託
382,382,2007,h19,埼玉県,11100,さいたま市,"直営,委託"
383,383,2007,h19,埼玉県,11201,川越市,"直営,委託"
384,384,2007,h19,埼玉県,11202,熊谷市,"直営,委託"
385,385,2007,h19,埼玉県,11203,川口市,なし
386,386,2007,h19,埼玉県,11206,行田市,委託
387,387,2007,h19,埼玉県,11207,秩父市,委託
388,388,2007,h19,埼玉県,11208,所沢市,"直営,委託"
389,389,2007,h19,埼玉県,11209,飯能市,委託
390,390,2007,h19,埼玉県,11210,加須市,委託
391,391,2007,h19,埼玉県,11211,本庄市,委託
392,392,2007,h19,埼玉県,11212,東松山市,"直営,委託"
393,393,2007,h19,埼玉県,11214,春日部市,委託
394,394,2007,h19,埼玉県,11215,狭山市,"直営,委託"
395,395,2007,h19,埼玉県,11216,羽生市,"直営,委託"
396,396,2007,h19,埼玉県,11217,鴻巣市,委託
397,397,2007,h19,埼玉県,11218,深谷市,委託
398,398,2007,h19,埼玉県,11219,上尾市,"直営,委託"
399,399,2007,h19,埼玉県,11221,草加市,"直営,委託"
400,400,2007,h19,埼玉県,11222,越谷市,委託
401,401,2007,h19,埼玉県,11223,蕨市,委託
402,402,2007,h19,埼玉県,11224,戸田市,委託
403,403,2007,h19,埼玉県,11225,入間市,委託
404,404,2007,h19,埼玉県,11226,鳩ヶ谷市,委託
405,405,2007,h19,埼玉県,11227,朝霞市,委託
406,406,2007,h19,埼玉県,11228,志木市,委託
407,407,2007,h19,埼玉県,11229,和光市,委託
408,408,2007,h19,埼玉県,11230,新座市,委託
409,409,2007,h19,埼玉県,11231,桶川市,直営
410,410,2007,h19,埼玉県,11232,久喜市,"直営,委託"
411,411,2007,h19,埼玉県,11233,北本市,委託
412,412,2007,h19,埼玉県,11234,八潮市,委託
413,413,2007,h19,埼玉県,11235,富士見市,委託
414,414,2007,h19,埼玉県,11237,三郷市,委託
415,415,2007,h19,埼玉県,11238,蓮田市,委託
416,416,2007,h19,埼玉県,11239,坂戸市,"直営,委託"
417,417,2007,h19,埼玉県,11240,幸手市,委託
418,418,2007,h19,埼玉県,11241,鶴ヶ島市,委託
419,419,2007,h19,埼玉県,11242,日高市,なし
420,420,2007,h19,埼玉県,11243,吉川市,委託
421,421,2007,h19,埼玉県,11245,ふじみ野市,委託
422,422,2007,h19,埼玉県,11301,伊奈町,委託
423,423,2007,h19,埼玉県,11324,三芳町,委託
424,424,2007,h19,埼玉県,11326,毛呂山町,委託
425,425,2007,h19,埼玉県,11327,越生町,委託
426,426,2007,h19,埼玉県,11341,滑川町,委託
427,427,2007,h19,埼玉県,11342,嵐山町,委託
428,428,2007,h19,埼玉県,11343,小川町,委託
429,429,2007,h19,埼玉県,11346,川島町,委託
430,430,2007,h19,埼玉県,11347,吉見町,委託
431,431,2007,h19,埼玉県,11348,鳩山町,委託
432,432,2007,h19,埼玉県,11349,ときがわ町,委託
433,433,2007,h19,埼玉県,11361,横瀬町,委託
434,434,2007,h19,埼玉県,11362,皆野町,委託
435,435,2007,h19,埼玉県,11363,長瀞町,委託
436,436,2007,h19,埼玉県,11365,小鹿野町,委託
437,437,2007,h19,埼玉県,11369,東秩父村,委託
438,438,2007,h19,埼玉県,11381,美里町,委託
439,439,2007,h19,埼玉県,11383,神川町,委託
440,440,2007,h19,埼玉県,11385,上里町,委託
441,441,2007,h19,埼玉県,11408,寄居町,委託
442,442,2007,h19,埼玉県,11421,騎西町,委託
443,443,2007,h19,埼玉県,11424,北川辺町,直営
444,444,2007,h19,埼玉県,11425,大利根町,直営
445,445,2007,h19,埼玉県,11442,宮代町,"直営,委託"
446,446,2007,h19,埼玉県,11445,白岡町,委託
447,447,2007,h19,埼玉県,11446,菖蒲町,委託
448,448,2007,h19,埼玉県,11461,栗橋町,委託
449,449,2007,h19,埼玉県,11462,鷲宮町,委託
450,450,2007,h19,埼玉県,11464,杉戸町,委託
451,451,2007,h19,埼玉県,11465,松伏町,委託
452,452,2007,h19,大分県,44201,大分市,直営
453,453,2007,h19,大分県,44202,別府市,直営
454,454,2007,h19,大分県,44203,中津市,委託
455,455,2007,h19,大分県,44204,日田市,委託
456,456,2007,h19,大分県,44205,佐伯市,委託
457,457,2007,h19,大分県,44206,臼杵市,委託
458,458,2007,h19,大分県,44207,津久見市,委託
459,459,2007,h19,大分県,44208,竹田市,委託
460,460,2007,h19,大分県,44209,豊後高田市,委託
461,461,2007,h19,大分県,44210,杵築市,委託
462,462,2007,h19,大分県,44211,宇佐市,委託
463,463,2007,h19,大分県,44212,豊後大野市,直営
464,464,2007,h19,大分県,44213,由布市,直営
465,465,2007,h19,大分県,44214,国東市,委託
466,466,2007,h19,大分県,44322,姫島村,直営
467,467,2007,h19,大分県,44341,日出町,委託
468,468,2007,h19,大分県,44461,九重町,委託
469,469,2007,h19,大分県,44462,玖珠町,委託
470,470,2007,h19,大阪府,27100,大阪市,なし
471,471,2007,h19,大阪府,27140,堺市,委託
472,472,2007,h19,大阪府,27202,岸和田市,"直営,委託"
473,473,2007,h19,大阪府,27203,豊中市,"直営,委託"
474,474,2007,h19,大阪府,27204,池田市,直営
475,475,2007,h19,大阪府,27205,吹田市,"直営,委託"
476,476,2007,h19,大阪府,27206,泉大津市,"直営,委託,許可"
477,477,2007,h19,大阪府,27207,高槻市,"直営,委託"
478,478,2007,h19,大阪府,27208,貝塚市,直営
479,479,2007,h19,大阪府,27209,守口市,直営
480,480,2007,h19,大阪府,27210,枚方市,直営
481,481,2007,h19,大阪府,27211,茨木市,なし
482,482,2007,h19,大阪府,27212,八尾市,直営
483,483,2007,h19,大阪府,27213,泉佐野市,"直営,委託"
484,484,2007,h19,大阪府,27214,富田林市,委託
485,485,2007,h19,大阪府,27215,寝屋川市,"直営,委託"
486,486,2007,h19,大阪府,27216,河内長野市,委託
487,487,2007,h19,大阪府,27217,松原市,直営
488,488,2007,h19,大阪府,27218,大東市,なし
489,489,2007,h19,大阪府,27219,和泉市,委託
490,490,2007,h19,大阪府,27220,箕面市,"直営,委託"
491,491,2007,h19,大阪府,27221,柏原市,委託
492,492,2007,h19,大阪府,27222,羽曳野市,委託
493,493,2007,h19,大阪府,27223,門真市,直営
494,494,2007,h19,大阪府,27224,摂津市,"直営,委託"
495,495,2007,h19,大阪府,27225,高石市,委託
496,496,2007,h19,大阪府,27226,藤井寺市,"直営,委託"
497,497,2007,h19,大阪府,27227,東大阪市,なし
498,498,2007,h19,大阪府,27228,泉南市,直営
499,499,2007,h19,大阪府,27229,四條畷市,委託
500,500,2007,h19,大阪府,27230,交野市,"直営,委託"
501,501,2007,h19,大阪府,27231,大阪狭山市,直営
502,502,2007,h19,大阪府,27232,阪南市,直営
503,503,2007,h19,大阪府,27301,島本町,委託
504,504,2007,h19,大阪府,27321,豊能町,"直営,委託"
505,505,2007,h19,大阪府,27322,能勢町,"直営,委託"
506,506,2007,h19,大阪府,27341,忠岡町,委託
507,507,2007,h19,大阪府,27361,熊取町,委託
508,508,2007,h19,大阪府,27362,田尻町,"直営,委託"
509,509,2007,h19,大阪府,27366,岬町,委託
510,510,2007,h19,大阪府,27381,太子町,委託
511,511,2007,h19,大阪府,27382,河南町,委託
512,512,2007,h19,大阪府,27383,千早赤阪村,委託
513,513,2007,h19,奈良県,29201,奈良市,直営
514,514,2007,h19,奈良県,29202,大和高田市,直営
515,515,2007,h19,奈良県,29203,大和郡山市,直営
516,516,2007,h19,奈良県,29204,天理市,委託
517,517,2007,h19,奈良県,29205,橿原市,直営
518,518,2007,h19,奈良県,29206,桜井市,直営
519,519,2007,h19,奈良県,29207,五條市,委託
520,520,2007,h19,奈良県,29208,御所市,直営
521,521,2007,h19,奈良県,29209,生駒市,委託
522,522,2007,h19,奈良県,29210,香芝市,なし
523,523,2007,h19,奈良県,29211,葛城市,直営
524,524,2007,h19,奈良県,29212,宇陀市,直営
